,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
217,"frozenset({'NoSubscr', 'Male'})",frozenset({'NoDisco'}),0.41,0.57,0.25,0.6097560975609756,1.069747539580659,1.0,0.016300000000000037,1.1018750000000002,0.11050847457627141,0.3424657534246575,0.09245604083947824,0.524176294394523
218,frozenset({'NoDisco'}),"frozenset({'NoSubscr', 'Male'})",0.57,0.41,0.25,0.4385964912280702,1.069747539580659,1.0,0.016300000000000037,1.0509375000000003,0.1516279069767445,0.3424657534246575,0.04846862920011903,0.524176294394523
219,frozenset({'Male'}),"frozenset({'NoDisco', 'NoSubscr'})",0.68,0.57,0.25,0.3676470588235294,0.6449948400412797,1.0,-0.1376,0.6800000000000002,-0.6323529411764707,0.25,-0.47058823529411753,0.4031217750257998
220,"frozenset({'NoSubscr', 'Male'})",frozenset({'NoPromo'}),0.41,0.57,0.25,0.6097560975609756,1.069747539580659,1.0,0.016300000000000037,1.1018750000000002,0.11050847457627141,0.3424657534246575,0.09245604083947824,0.524176294394523
221,"frozenset({'NoSubscr', 'NoPromo'})",frozenset({'Male'}),0.57,0.68,0.25,0.4385964912280702,0.6449948400412797,1.0,-0.1376,0.57,-0.5614035087719298,0.25,-0.7543859649122808,0.4031217750257998
222,"frozenset({'Male', 'NoPromo'})",frozenset({'NoSubscr'}),0.25,0.73,0.25,1.0,1.36986301369863,1.0,0.0675,inf,0.36000000000000004,0.3424657534246575,1.0,0.6712328767123288
223,frozenset({'Male'}),"frozenset({'NoSubscr', 'NoPromo'})",0.68,0.57,0.25,0.3676470588235294,0.6449948400412797,1.0,-0.1376,0.6800000000000002,-0.6323529411764707,0.25,-0.47058823529411753,0.4031217750257998
224,frozenset({'NoPromo'}),"frozenset({'NoSubscr', 'Male'})",0.57,0.41,0.25,0.4385964912280702,1.069747539580659,1.0,0.016300000000000037,1.0509375000000003,0.1516279069767445,0.3424657534246575,0.04846862920011903,0.524176294394523
225,"frozenset({'YesDisco', 'YesPromo'})",frozenset({'Male'}),0.43,0.68,0.43,1.0,1.4705882352941175,1.0,0.1376,inf,0.5614035087719298,0.6323529411764705,1.0,0.8161764705882353
226,"frozenset({'Male', 'YesPromo'})",frozenset({'YesDisco'}),0.43,0.43,0.43,1.0,2.3255813953488373,1.0,0.2451,inf,1.0,1.0,1.0,1.0
227,"frozenset({'YesDisco', 'Male'})",frozenset({'YesPromo'}),0.43,0.43,0.43,1.0,2.3255813953488373,1.0,0.2451,inf,1.0,1.0,1.0,1.0
228,frozenset({'YesPromo'}),"frozenset({'YesDisco', 'Male'})",0.43,0.43,0.43,1.0,2.3255813953488373,1.0,0.2451,inf,1.0,1.0,1.0,1.0
229,frozenset({'YesDisco'}),"frozenset({'Male', 'YesPromo'})",0.43,0.43,0.43,1.0,2.3255813953488373,1.0,0.2451,inf,1.0,1.0,1.0,1.0
230,frozenset({'Male'}),"frozenset({'YesDisco', 'YesPromo'})",0.68,0.43,0.43,0.6323529411764706,1.4705882352941175,1.0,0.1376,1.5504,1.0000000000000002,0.6323529411764705,0.3550051599587203,0.8161764705882353
231,"frozenset({'YesDisco', 'Male'})",frozenset({'YesSubscr'}),0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
